1 	 0.055 	 5.362588 
2 	 0.052 	 5.940661 
3 	 0.057 	 10.79648 
4 	 0.045 	 11.33837 
5 	 0.043 	 11.96942 
6 	 0.059 	 12.13299 
7 	 0.058 	 12.72687 
8 	 0.052 	 12.9698 
9 	 0.061 	 13.43333 
10 	 0.061 	 13.58519 
11 	 0.044 	 14.04273 
12 	 0.042 	 14.21488 
13 	 0.056 	 14.50481 
14 	 0.046 	 14.62112 
15 	 0.049 	 14.87015 
16 	 0.061 	 14.98668 
17 	 0.061 	 15.29552 
18 	 0.043 	 15.53056 
19 	 0.04 	 15.92674 
20 	 0.055 	 16.18478 
21 	 0.054 	 16.44882 
22 	 0.057 	 16.58556 
23 	 0.052 	 16.86676 
24 	 0.037 	 16.99786 
25 	 0.058 	 17.17835 
26 	 0.06 	 17.30186 
27 	 0.046 	 17.49818 
28 	 0.048 	 17.61785 
29 	 0.058 	 17.75654 
30 	 0.048 	 17.87409 
31 	 0.046 	 18.02656 
32 	 0.04 	 18.17277 
33 	 0.052 	 19.99448 
34 	 0.057 	 20.30577 
35 	 0.051 	 21.18518 
36 	 0.049 	 21.43792 
37 	 0.038 	 21.89001 
38 	 0.056 	 22.02386 
39 	 0.057 	 22.37996 
40 	 0.042 	 22.50899 
41 	 0.049 	 22.81236 
42 	 0.055 	 22.93455 
43 	 0.055 	 23.19489 
44 	 0.045 	 23.31349 
45 	 0.056 	 23.61561 
46 	 0.064 	 23.73826 
47 	 0.049 	 23.94317 
48 	 0.043 	 24.05886 
49 	 0.051 	 24.32408 
50 	 0.046 	 24.50431 
51 	 0.046 	 24.76677 
52 	 0.051 	 24.94 
53 	 0.052 	 25.17369 
54 	 0.043 	 25.29853 
55 	 0.062 	 25.52301 
56 	 0.051 	 25.65007 
57 	 0.059 	 25.81359 
58 	 0.042 	 25.92991 
59 	 0.037 	 26.09774 
60 	 0.062 	 26.22885 
61 	 0.045 	 26.37217 
62 	 0.048 	 26.48041 
63 	 0.056 	 26.61598 
64 	 0.044 	 26.72268 
65 	 0.046 	 34.45096 
66 	 0.06 	 35.12529 
67 	 0.042 	 41.09945 
68 	 0.052 	 41.72332 
69 	 0.06 	 42.43567 
70 	 0.047 	 42.59466 
71 	 0.043 	 43.25172 
72 	 0.052 	 43.40387 
73 	 0.044 	 43.83115 
74 	 0.048 	 43.95807 
75 	 0.054 	 44.3667 
76 	 0.043 	 44.49268 
77 	 0.059 	 44.75819 
78 	 0.058 	 44.87134 
79 	 0.063 	 45.14205 
80 	 0.049 	 45.2558 
81 	 0.051 	 45.46977 
82 	 0.05 	 45.58131 
83 	 0.053 	 45.80854 
84 	 0.058 	 45.92073 
85 	 0.044 	 46.21931 
86 	 0.068 	 46.44282 
87 	 0.055 	 46.83901 
88 	 0.048 	 47.10846 
89 	 0.051 	 47.27461 
90 	 0.055 	 47.3984 
91 	 0.062 	 47.57778 
92 	 0.057 	 47.70204 
93 	 0.062 	 47.85697 
94 	 0.057 	 47.97019 
95 	 0.049 	 48.13112 
96 	 0.055 	 48.24956 
97 	 0.046 	 48.37726 
98 	 0.057 	 48.48468 
99 	 0.057 	 48.61741 
100 	 0.036 	 48.72662 
101 	 0.054 	 48.84364 
102 	 0.046 	 48.96014 
103 	 0.052 	 49.08932 
104 	 0.044 	 49.20952 
105 	 0.054 	 49.37581 
106 	 0.04 	 49.49446 
107 	 0.043 	 49.68356 
108 	 0.048 	 1.029043 
109 	 0.053 	 1.035088 
110 	 0.032 	 1.037667 
111 	 0.044 	 1.041287 
112 	 0.052 	 1.043539 
113 	 0.058 	 1.077242 
114 	 0.056 	 1.082904 
115 	 0.045 	 1.098334 
116 	 0.054 	 1.102668 
117 	 0.057 	 1.111891 
118 	 0.054 	 1.114285 
119 	 0.049 	 1.120807 
120 	 0.044 	 1.123029 
121 	 0.047 	 1.128995 
122 	 0.054 	 1.131084 
123 	 0.044 	 1.13593 
124 	 0.064 	 1.137971 
125 	 0.052 	 1.141898 
126 	 0.037 	 1.143816 
127 	 0.053 	 1.147482 
128 	 0.051 	 1.149346 
129 	 0.045 	 1.153444 
130 	 0.037 	 1.156397 
131 	 0.057 	 1.160602 
132 	 0.049 	 1.16354 
133 	 0.05 	 1.165926 
134 	 0.067 	 1.167806 
135 	 0.044 	 1.170255 
136 	 0.048 	 1.172115 
137 	 0.051 	 1.174178 
138 	 0.06 	 1.175964 
139 	 0.055 	 1.178174 
140 	 0.059 	 1.179935 
141 	 0.041 	 1.182537 
142 	 0.057 	 1.184482 
143 	 0.054 	 1.187253 
144 	 0.051 	 1.189187 
1.189187 
