1 	 0.055 	 5.303802 
2 	 0.052 	 5.932567 
3 	 0.057 	 10.36257 
4 	 0.045 	 10.88066 
5 	 0.043 	 11.47171 
6 	 0.059 	 11.6472 
7 	 0.058 	 12.21517 
8 	 0.052 	 12.38477 
9 	 0.061 	 12.75769 
10 	 0.061 	 12.90377 
11 	 0.044 	 13.26379 
12 	 0.042 	 13.40827 
13 	 0.056 	 13.6625 
14 	 0.046 	 13.79872 
15 	 0.049 	 14.0621 
16 	 0.061 	 14.20039 
17 	 0.061 	 14.52011 
18 	 0.043 	 14.76878 
19 	 0.04 	 15.19222 
20 	 0.055 	 15.47801 
21 	 0.054 	 15.77664 
22 	 0.057 	 15.93219 
23 	 0.052 	 16.24285 
24 	 0.037 	 16.39522 
25 	 0.058 	 16.59204 
26 	 0.06 	 16.73363 
27 	 0.046 	 16.94527 
28 	 0.048 	 17.08214 
29 	 0.058 	 17.24438 
30 	 0.048 	 17.37632 
31 	 0.046 	 17.55409 
32 	 0.04 	 17.69286 
33 	 0.052 	 19.43959 
34 	 0.057 	 19.7756 
35 	 0.051 	 20.70649 
36 	 0.049 	 20.96596 
37 	 0.038 	 21.42355 
38 	 0.056 	 21.58047 
39 	 0.057 	 21.94862 
40 	 0.042 	 22.10375 
41 	 0.049 	 22.42055 
42 	 0.055 	 22.56016 
43 	 0.055 	 22.84275 
44 	 0.045 	 22.98302 
45 	 0.056 	 23.22082 
46 	 0.064 	 23.3537 
47 	 0.049 	 23.57576 
48 	 0.043 	 23.71503 
49 	 0.051 	 23.98858 
50 	 0.046 	 24.19575 
51 	 0.046 	 24.47123 
52 	 0.051 	 24.66758 
53 	 0.052 	 24.92016 
54 	 0.043 	 25.06888 
55 	 0.062 	 25.30945 
56 	 0.051 	 25.45376 
57 	 0.059 	 25.64272 
58 	 0.042 	 25.77733 
59 	 0.037 	 25.96176 
60 	 0.062 	 26.0959 
61 	 0.045 	 26.25334 
62 	 0.048 	 26.38045 
63 	 0.056 	 26.54041 
64 	 0.044 	 26.67641 
65 	 0.046 	 33.35802 
66 	 0.06 	 34.03715 
67 	 0.042 	 50.46326 
68 	 0.052 	 51.1209 
69 	 0.06 	 51.87303 
70 	 0.047 	 52.05312 
71 	 0.043 	 52.74164 
72 	 0.052 	 52.91411 
73 	 0.044 	 53.37038 
74 	 0.048 	 53.52391 
75 	 0.054 	 53.95041 
76 	 0.043 	 54.1068 
77 	 0.059 	 54.63083 
78 	 0.058 	 54.97518 
79 	 0.063 	 55.4418 
80 	 0.049 	 55.60091 
81 	 0.051 	 55.90013 
82 	 0.05 	 56.07412 
83 	 0.053 	 56.35599 
84 	 0.058 	 56.49506 
85 	 0.044 	 56.86779 
86 	 0.068 	 57.13449 
87 	 0.055 	 57.55598 
88 	 0.048 	 57.85413 
89 	 0.051 	 58.04682 
90 	 0.055 	 58.19107 
91 	 0.062 	 58.40087 
92 	 0.057 	 58.54692 
93 	 0.062 	 58.71891 
94 	 0.057 	 58.85625 
95 	 0.049 	 59.03978 
96 	 0.055 	 59.1807 
97 	 0.046 	 59.32763 
98 	 0.057 	 59.45581 
99 	 0.057 	 59.61797 
100 	 0.036 	 59.74723 
101 	 0.054 	 59.88435 
102 	 0.046 	 1.00034 
103 	 0.052 	 1.002884 
104 	 0.044 	 1.005318 
105 	 0.054 	 1.008526 
106 	 0.04 	 1.011 
107 	 0.043 	 1.014453 
108 	 0.048 	 1.016825 
109 	 0.053 	 1.020433 
110 	 0.032 	 1.022926 
111 	 0.044 	 1.026924 
112 	 0.052 	 1.029474 
113 	 0.058 	 1.064169 
114 	 0.056 	 1.070344 
115 	 0.045 	 1.08631 
116 	 0.054 	 1.091013 
117 	 0.057 	 1.100488 
118 	 0.054 	 1.10331 
119 	 0.049 	 1.110321 
120 	 0.044 	 1.11298 
121 	 0.047 	 1.119343 
122 	 0.054 	 1.121817 
123 	 0.044 	 1.12714 
124 	 0.064 	 1.129536 
125 	 0.052 	 1.133877 
126 	 0.037 	 1.136165 
127 	 0.053 	 1.140237 
128 	 0.051 	 1.142491 
129 	 0.045 	 1.146985 
130 	 0.037 	 1.150312 
131 	 0.057 	 1.154941 
132 	 0.049 	 1.158231 
133 	 0.05 	 1.161008 
134 	 0.067 	 1.163245 
135 	 0.044 	 1.166044 
136 	 0.048 	 1.16836 
137 	 0.051 	 1.170746 
138 	 0.06 	 1.172878 
139 	 0.055 	 1.175396 
140 	 0.059 	 1.177772 
141 	 0.041 	 1.180733 
142 	 0.057 	 1.183041 
143 	 0.054 	 1.18614 
144 	 0.051 	 1.188453 
1.188454 
