1 	 0.799 	 6.078139 
2 	 0.793 	 6.695767 
3 	 0.823 	 11.90002 
4 	 0.801 	 12.47399 
5 	 0.797 	 13.13586 
6 	 0.801 	 13.40315 
7 	 0.775 	 14.00675 
8 	 0.8 	 14.17965 
9 	 0.787 	 14.60045 
10 	 0.781 	 14.74434 
11 	 0.812 	 15.14528 
12 	 0.8 	 15.29006 
13 	 0.808 	 15.5606 
14 	 0.787 	 15.6915 
15 	 0.802 	 15.96557 
16 	 0.793 	 16.10058 
17 	 0.785 	 16.44613 
18 	 0.812 	 16.68554 
19 	 0.8 	 17.12848 
20 	 0.8 	 17.41429 
21 	 0.813 	 17.70154 
22 	 0.79 	 17.86298 
23 	 0.802 	 18.17482 
24 	 0.801 	 18.32501 
25 	 0.801 	 18.52323 
26 	 0.762 	 18.65742 
27 	 0.803 	 18.86907 
28 	 0.802 	 19.00308 
29 	 0.8 	 19.15653 
30 	 0.788 	 19.28079 
31 	 0.785 	 19.45327 
32 	 0.793 	 19.57892 
33 	 0.804 	 21.57769 
34 	 0.801 	 21.92689 
35 	 0.81 	 22.89283 
36 	 0.819 	 23.16631 
37 	 0.812 	 23.65592 
38 	 0.812 	 23.80991 
39 	 0.785 	 24.19142 
40 	 0.814 	 24.34039 
41 	 0.828 	 24.67365 
42 	 0.807 	 24.81665 
43 	 0.789 	 25.14019 
44 	 0.795 	 25.28728 
45 	 0.795 	 25.55179 
46 	 0.796 	 25.6908 
47 	 0.786 	 25.95217 
48 	 0.775 	 26.09262 
49 	 0.789 	 26.41992 
50 	 0.776 	 26.64033 
51 	 0.821 	 26.95831 
52 	 0.811 	 27.17624 
53 	 0.798 	 27.4712 
54 	 0.81 	 27.62676 
55 	 0.823 	 27.97963 
56 	 0.801 	 28.21878 
57 	 0.802 	 28.42761 
58 	 0.798 	 28.56787 
59 	 0.8 	 28.7723 
60 	 0.784 	 28.91739 
61 	 0.794 	 29.07779 
62 	 0.791 	 29.21066 
63 	 0.796 	 29.38754 
64 	 0.802 	 29.52071 
65 	 0.808 	 1.059211 
66 	 0.801 	 1.072645 
67 	 0.792 	 1.203218 
68 	 0.822 	 1.221404 
69 	 0.822 	 1.239508 
70 	 0.793 	 1.243166 
71 	 0.794 	 1.258586 
72 	 0.809 	 1.262619 
73 	 0.803 	 1.271874 
74 	 0.801 	 1.274794 
75 	 0.789 	 1.283683 
76 	 0.822 	 1.286432 
77 	 0.792 	 1.291446 
78 	 0.792 	 1.293627 
79 	 0.831 	 1.298772 
80 	 0.788 	 1.30091 
81 	 0.814 	 1.30487 
82 	 0.789 	 1.306976 
83 	 0.795 	 1.311057 
84 	 0.793 	 1.313205 
85 	 0.804 	 1.319058 
86 	 0.794 	 1.324788 
87 	 0.809 	 1.33451 
88 	 0.793 	 1.340973 
89 	 0.809 	 1.344807 
90 	 0.803 	 1.347505 
91 	 0.813 	 1.351111 
92 	 0.812 	 1.35352 
93 	 0.795 	 1.356476 
94 	 0.794 	 1.359159 
95 	 0.803 	 1.362853 
96 	 0.797 	 1.365827 
97 	 0.772 	 1.368846 
98 	 0.772 	 1.370966 
99 	 0.803 	 1.373875 
100 	 0.78 	 1.376143 
101 	 0.829 	 1.379087 
102 	 0.796 	 1.381373 
103 	 0.803 	 1.383906 
104 	 0.802 	 1.386597 
105 	 0.789 	 1.390736 
106 	 0.797 	 1.393694 
107 	 0.803 	 1.398034 
108 	 0.807 	 1.401038 
109 	 0.783 	 1.405684 
110 	 0.806 	 1.40845 
111 	 0.795 	 1.41249 
112 	 0.798 	 1.415073 
113 	 0.799 	 1.450522 
114 	 0.796 	 1.456792 
115 	 0.818 	 1.472947 
116 	 0.791 	 1.477687 
117 	 0.822 	 1.487373 
118 	 0.799 	 1.490118 
119 	 0.796 	 1.497231 
120 	 0.807 	 1.499836 
121 	 0.808 	 1.506385 
122 	 0.802 	 1.508841 
123 	 0.802 	 1.514263 
124 	 0.808 	 1.516631 
125 	 0.779 	 1.521143 
126 	 0.801 	 1.52335 
127 	 0.795 	 1.5274 
128 	 0.773 	 1.529684 
129 	 0.779 	 1.534187 
130 	 0.8 	 1.537572 
131 	 0.792 	 1.542147 
132 	 0.803 	 1.545585 
133 	 0.798 	 1.548428 
134 	 0.796 	 1.55108 
135 	 0.793 	 1.554228 
136 	 0.818 	 1.556554 
137 	 0.777 	 1.558978 
138 	 0.791 	 1.561073 
139 	 0.799 	 1.56371 
140 	 0.8 	 1.565855 
141 	 0.791 	 1.568892 
142 	 0.798 	 1.57125 
143 	 0.773 	 1.574455 
144 	 0.809 	 1.576762 
1.576762 
