1 	 0.814 	 5.274546 
2 	 0.829 	 9.936935 
3 	 0.848 	 10.52353 
4 	 0.879 	 11.05844 
5 	 0.89 	 11.39694 
6 	 0.885 	 11.73283 
7 	 0.928 	 11.9568 
8 	 0.903 	 12.18465 
9 	 0.869 	 12.48169 
10 	 0.878 	 12.88108 
11 	 0.92 	 13.13393 
12 	 0.894 	 13.4058 
13 	 0.927 	 13.56288 
14 	 0.937 	 13.73958 
15 	 0.942 	 13.85648 
16 	 0.938 	 13.98805 
17 	 0.763 	 15.906 
18 	 0.758 	 16.86349 
19 	 0.83 	 17.32267 
20 	 0.797 	 17.67449 
21 	 0.865 	 17.97541 
22 	 0.827 	 18.23935 
23 	 0.91 	 18.45008 
24 	 0.852 	 18.65187 
25 	 0.853 	 18.90092 
26 	 0.837 	 19.1576 
27 	 0.886 	 19.39451 
28 	 0.88 	 19.62033 
29 	 0.933 	 19.77452 
30 	 0.901 	 19.94133 
31 	 0.939 	 20.06422 
32 	 0.907 	 20.2022 
33 	 0.918 	 20.31493 
34 	 0.9 	 20.43439 
35 	 0.946 	 20.59327 
36 	 0.941 	 20.77982 
37 	 0.928 	 20.93235 
38 	 0.902 	 21.08968 
21.08991 
